Project,Package,Module,Class,Smell,Method,Line no,File,Description
flask_app,flask_app.tests,test_bookings,TestBookingHelpers,Magic number,test_calculate_total_price_with_variants,75,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_bookings.py,Magic number 220.0 used in test_calculate_total_price_with_variants.
flask_app,flask_app.tests,test_bookings,TestBookingHelpers,Magic number,test_calculate_total_price_empty_variants,80,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_bookings.py,Magic number 50.0 used in test_calculate_total_price_empty_variants.
flask_app,flask_app.tests,test_bookings,TestBookingHelpers,Magic number,test_calculate_total_price_empty_variants,82,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_bookings.py,Magic number 150.0 used in test_calculate_total_price_empty_variants.
flask_app,flask_app.tests,test_flights,,Long statement,test_get_flights_returns_list,8,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_flights.py,A line with 169 chars in test_get_flights_returns_list exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_shopping_component,TestProductImages,Long identifier,test_get_shop_items_includes_image_url,38,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_get_shop_items_includes_image_url' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestProductImages,Long identifier,test_get_shop_items_image_url_can_be_none,64,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_get_shop_items_image_url_can_be_none' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestProductVariants,Long identifier,test_get_shop_items_includes_variants,94,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_get_shop_items_includes_variants' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestProductVariants,Long identifier,test_variant_has_required_fields,136,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_variant_has_required_fields' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestProductVariants,Long identifier,test_variant_final_price_calculation,171,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_variant_final_price_calculation' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestProductVariants,Long identifier,test_items_without_variants_have_empty_array,180,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_items_without_variants_have_empty_array' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestStockQuantity,Long identifier,test_get_shop_items_includes_stock_quantity,210,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_get_shop_items_includes_stock_quantity' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestTimeParsing,Long identifier,test_parse_time_with_trailing_colon,291,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_parse_time_with_trailing_colon' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestTimeParsing,Long identifier,test_time_comparison_open_hours,300,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_time_comparison_open_hours' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestShopStatusText,Long identifier,test_status_opens_at_when_closed,352,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_status_opens_at_when_closed' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestShopStatusText,Long identifier,test_next_change_shows_close_time_when_open,380,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_next_change_shows_close_time_when_open' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestShopStatusText,Long identifier,test_next_change_shows_open_time_when_closed,408,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_next_change_shows_open_time_when_closed' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestBookingWithVariants,Long identifier,test_create_booking_with_variants_calculates_price,440,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_create_booking_with_variants_calculates_price' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestBookingWithVariants,Long identifier,test_create_booking_with_multiple_quantity_and_variants,458,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_create_booking_with_multiple_quantity_and_variants' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,TestBookingWithVariants,Long identifier,test_create_booking_with_positive_price_adjustment,476,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Identifier'test_create_booking_with_positive_price_adjustment' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shopping_component,,Long statement,,1,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,A line with 177 chars in test_shopping_component exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_login,,Long statement,test_valid_token_allows_access,106,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_login.py,A line with 121 chars in test_valid_token_allows_access exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_arrivals_departures,,Long statement,test_get_arrivals,8,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_arrivals_departures.py,A line with 202 chars in test_get_arrivals exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_arrivals_departures,,Long statement,test_get_departures,35,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_arrivals_departures.py,A line with 208 chars in test_get_departures exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_subscribe,,Long statement,test_subscribe_success,31,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_subscribe.py,A line with 121 chars in test_subscribe_success exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shops_with_category_filter,76,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shops_with_category_filter' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shops_with_open_now_filter_true,95,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shops_with_open_now_filter_true' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shops_with_open_now_filter_false,112,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shops_with_open_now_filter_false' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shops_with_sorting_name,129,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shops_with_sorting_name' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shops_with_sorting_status,146,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shops_with_sorting_status' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shops_with_sorting_gate,163,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shops_with_sorting_gate' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shops_with_terminal_filter,180,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shops_with_terminal_filter' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shops_with_gate_filter,197,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shops_with_gate_filter' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shops_with_multiple_filters,214,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shops_with_multiple_filters' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_catalog_default_include_items,430,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_catalog_default_include_items' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_catalog_without_items,448,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_catalog_without_items' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_catalog_not_found,466,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_catalog_not_found' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_search,517,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_search' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_category_id,536,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_category_id' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_min_price,555,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_min_price' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_max_price,574,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_max_price' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_price_range,593,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_price_range' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_invalid_price_range,615,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_invalid_price_range' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_availability_in_stock,624,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_availability_in_stock' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_availability_low_stock,643,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_availability_low_stock' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_availability_out_of_stock,662,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_availability_out_of_stock' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_sorting_name,681,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_sorting_name' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_sorting_price_asc,700,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_sorting_price_asc' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_sorting_price_desc,719,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_sorting_price_desc' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_items_with_multiple_filters,738,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_items_with_multiple_filters' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_item_categories_empty,881,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_item_categories_empty' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long identifier,test_get_shop_item_categories_not_found,900,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Identifier'test_get_shop_item_categories_not_found' exceeds the maximum length of 30 characters.
flask_app,flask_app.tests,test_shops,,Long statement,test_get_shops_list_all,37,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,A line with 343 chars in test_get_shops_list_all exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_shops,,Long statement,test_get_shops_with_category_filter,80,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,A line with 158 chars in test_get_shops_with_category_filter exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_shops,,Long statement,test_get_shops_with_open_now_filter_true,99,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,A line with 148 chars in test_get_shops_with_open_now_filter_true exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_shops,,Long statement,test_get_shops_with_multiple_filters,221,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,A line with 133 chars in test_get_shops_with_multiple_filters exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_shops,,Long statement,test_get_shop_items_with_multiple_filters,758,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,A line with 172 chars in test_get_shop_items_with_multiple_filters exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_shops,,Magic number,test_get_shop_item_categories,858,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Magic number 2 used in test_get_shop_item_categories.
flask_app,flask_app.tests,test_integration,TestGetShops,Long statement,test_basic_listing,52,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 323 chars in test_basic_listing exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestGetShops,Long statement,test_category_filter,72,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 154 chars in test_category_filter exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestGetShops,Long statement,test_terminal_filter,88,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 150 chars in test_terminal_filter exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestGetShops,Long statement,test_gate_filter,104,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 143 chars in test_gate_filter exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestGetShops,Long statement,test_name_sorting,120,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 140 chars in test_name_sorting exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestGetShops,Long statement,test_status_sorting,136,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 244 chars in test_status_sorting exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestGetShops,Long statement,test_closed_shop_status,172,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 145 chars in test_closed_shop_status exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestGetShopById,Long statement,test_found,216,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 125 chars in test_found exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestShopHours,Long statement,test_weekly_schedule,273,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 159 chars in test_weekly_schedule exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestShopItems,Long statement,test_basic_list,364,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 139 chars in test_basic_list exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestItemCategories,Long statement,test_valid_shop,406,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 149 chars in test_valid_shop exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestGetBookings,Long statement,test_with_data,475,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,A line with 285 chars in test_with_data exceeds the maximum length of 120 characters.
flask_app,flask_app.tests,test_integration,TestGetShops,Magic number,test_basic_listing,55,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Magic number 2 used in test_basic_listing.
flask_app,flask_app.tests,test_integration,TestGetShops,Magic number,test_status_sorting,139,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Magic number 2 used in test_status_sorting.
flask_app,flask_app.tests,test_integration,TestShopCategories,Magic number,test_list_all,299,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Magic number 3 used in test_list_all.
flask_app,flask_app.tests,test_integration,TestItemCategories,Magic number,test_valid_shop,408,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Magic number 2 used in test_valid_shop.
flask_app,flask_app.tests,test_integration,TestItemCategories,Magic number,test_valid_shop,409,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Magic number 3 used in test_valid_shop.
flask_app,flask_app.tests,test_constants,,Long statement,,1,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_constants.py,A line with 321 chars in test_constants exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_cron_jobs,,Complex method,check_departure_reminders,50 - 141,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,"Method 'check_departure_reminders' has a cyclomatic complexity of 18, exceeding the max of 6."
flask_app,flask_app.helper,helper_cron_jobs,,Complex method,check_flight_updates,144 - 246,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,"Method 'check_flight_updates' has a cyclomatic complexity of 26, exceeding the max of 6."
flask_app,flask_app.helper,helper_cron_jobs,,Long method,check_departure_reminders,50 - 141,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,Method 'check_departure_reminders' is too long (88 lines).
flask_app,flask_app.helper,helper_cron_jobs,,Long method,check_flight_updates,144 - 246,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,Method 'check_flight_updates' is too long (100 lines).
flask_app,flask_app.helper,helper_cron_jobs,,Long statement,get_db_connection,40,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,A line with 261 chars in get_db_connection exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_cron_jobs,,Long statement,check_departure_reminders,51,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,A line with 238 chars in check_departure_reminders exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_cron_jobs,,Long statement,check_departure_reminders,69,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,A line with 409 chars in check_departure_reminders exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_cron_jobs,,Long statement,check_departure_reminders,106,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,A line with 201 chars in check_departure_reminders exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_cron_jobs,,Long statement,check_departure_reminders,119,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,A line with 122 chars in check_departure_reminders exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_cron_jobs,,Long statement,check_flight_updates,145,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,A line with 150 chars in check_flight_updates exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_cron_jobs,,Long statement,check_flight_updates,156,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,A line with 285 chars in check_flight_updates exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_cron_jobs,,Long statement,start_background_jobs,261,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,A line with 182 chars in start_background_jobs exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_cron_jobs,,Long statement,start_background_jobs,271,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,A line with 167 chars in start_background_jobs exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_cron_jobs,,Long statement,start_background_jobs,284,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py,A line with 127 chars in start_background_jobs exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_firebase_notification,,Complex method,notify_subscribers,107 - 230,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,"Method 'notify_subscribers' has a cyclomatic complexity of 22, exceeding the max of 6."
flask_app,flask_app.helper,helper_firebase_notification,,Long method,notify_subscribers,107 - 230,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,Method 'notify_subscribers' is too long (111 lines).
flask_app,flask_app.helper,helper_firebase_notification,,Long statement,send_push,36,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,A line with 154 chars in send_push exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_firebase_notification,,Long statement,_fetch_tokens_for_subscription,65,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,A line with 139 chars in _fetch_tokens_for_subscription exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_firebase_notification,,Long statement,_fetch_tokens_for_subscription,80,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,A line with 148 chars in _fetch_tokens_for_subscription exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_firebase_notification,,Long statement,notify_subscribers,108,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,A line with 169 chars in notify_subscribers exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_firebase_notification,,Long statement,notify_subscribers,152,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,A line with 168 chars in notify_subscribers exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_firebase_notification,,Long statement,notify_subscribers,162,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,A line with 166 chars in notify_subscribers exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_firebase_notification,,Long statement,notify_subscribers,169,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,A line with 140 chars in notify_subscribers exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_firebase_notification,,Long statement,notify_subscribers,177,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,A line with 139 chars in notify_subscribers exceeds the maximum length of 120 characters.
flask_app,flask_app.helper,helper_firebase_notification,,Long statement,notify_subscribers,226,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,A line with 124 chars in notify_subscribers exceeds the maximum length of 120 characters.
